tag3,artist,tag2,tag1,playcount,similar1,similar2,similar3,listener_count
90s,Vanilla Ice,Hip-Hop,rap,1827873,MC Hammer,Kris Kross,Sir Mix-A-Lot,453370
hip hop,Vast Aire,underground hip-hop,Hip-Hop,578683,Cannibal Ox,The Demigodz,Evidence,65936
Korean Hip-Hop,Verbal Jint,Hip-Hop,Korean,360870,Dynamic Duo,ZICO,Beenzino,9801
soul,Verse Simmonds,Hip-Hop,rnb,135629,Eric Bellinger,Elijah Blake,Jonn Hart,26006
chicago,Vic Mensa,rap,Hip-Hop,1349359,Joey Purp,Mick Jenkins,Chance the Rapper,117175
underground hip-hop,Vince Staples,rap,Hip-Hop,5231904,Earl Sweatshirt,ScHoolboy Q,Isaiah Rashad,150230
rap,Vinnie Paz,Hip-Hop,underground hip-hop,2773976,Army of the Pharaohs,Jedi Mind Tricks,Snowgoons,110002
psychopathic,Violent J,Horrorcore,juggalo,572651,2 Dope,Monoxide,Jamie Madrox,81112
rest in peace,VL Mike,south,rap,2856,Mr. Lucci,UTP,T-bo,446
Gangsta Rap,Xzibit,Hip-Hop,rap,7959944,Obie Trice,Westside Connection,WC,929899
Dirty South,Waka Flocka Flame,rap,Hip-Hop,7389240,Gucci Mane,Chief Keef,Juicy J,815286
hip hop,Wale,rap,Hip-Hop,14271780,Fabolous,J. Cole,Rick Ross,1320625
rap,Warren G,G-funk,Hip-Hop,4331957,Nate Dogg,DJ Quik,Tha Dogg Pound,573091
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Watsky,rap,Hip-Hop,2607825,Spose,Hoodie Allen,Lil Dicky,76978
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,WC,rap,Gangsta Rap,1052231,Westside Connection,Mack 10,Kurupt,181259
Dirty South,Webbie,Hip-Hop,rap,1179372,Lil Boosie,Young Dro,Boosie Badazz,281709
new york,Westside Gunn,rap,Hip-Hop,79643,Roc Marciano,Meyhem Lauren,Ka,4027
NA,NA,NA,NA,NA,NA,NA,NA,NA
pop,Will Smith,rap,Hip-Hop,7670273,DJ Jazzy Jeff & The Fresh Prince,Nelly,LL Cool J,894402
rnb,will.i.am,rap,Hip-Hop,12461075,Black Eyed Peas,Pitbull,Fergie,1077264
Hip-Hop,Willie D,southern rap,Gangsta Rap,66408,Facemob,5th Ward Boyz,Ganksta Nip,10301
rap,Willie the Kid,hip hop,Hip-Hop,132800,La the Darkman,Willie The Kid & Bronze Nazareth,DJ Kay Slay,9980
female vocalists,Willow Smith,rnb,pop,2959486,Jaden Smith,Willow,Doja Cat,638864
west coast,Willy Northpole,hip hop,rap,53090,Roccett,Nu Jerzey Devil,Triple C's,12366
Midwest,Wish Bone,rap,Hip-Hop,1247,Poetic Hustla'z,II Tru,Mo Thugs Family,387
rap,Witchdoctor,dungeon family,Hip-Hop,77700,Cool Breeze,Big Gipp,Slimm Calhoun,9594
NA,NA,NA,NA,NA,NA,NA,NA,NA
wizzy,Wizkid,wizkid,nigeria,215842,Davido,Burna Boy,Iyanya,28854
rap,Wrekonize,underground hip-hop,Hip-Hop,133919,¡Mayday!,Ces Cru,Krizz Kaliko,5514
rap,Wyclef Jean,reggae,Hip-Hop,6287038,Fugees,Akon,Nelly,642683
rap,X-Raided,sacramento,Gangsta Rap,312647,Mr. Doctor,Sicx,Hollow Tip,47240
hip hop,XV,rap,Hip-Hop,3240717,Shawn Chrystopher,Wale,Lupe Fiasco,526937
Gangsta Rap,Xzibit,Hip-Hop,rap,7959944,Obie Trice,Westside Connection,WC,929899
Horrorcore,xxxtentacion,rap,trap,572892,LIL PEEP,$uicideboy$,LIL UZI VERT,26698
Dirty South,Young Jeezy,Hip-Hop,rap,15648401,Rick Ross,Yo Gotti,T.I.,1533669
west coast,Ya Boy,hip hop,rap,946484,Nu Jerzey Devil,Cyssero,Roccett,153092
outlawz,Yaki Kadafi,rap,Hip-Hop,7088,Outlawz & Geronimo Ji Jaga,Young Noble,Hussein Fatal,541
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Yc,hip hop,Hip-Hop,97584,LoveRance,Diggy Simmons,Cash Out,15302
Dirty South,Yelawolf,rap,Hip-Hop,6665906,Rittz,Travis Barker & Yelawolf,Ed Sheeran & Yelawolf,408492
west coast,YG,rap,Hip-Hop,3934554,ScHoolboy Q,Ty Dolla $ign,Isaiah Rashad,321354
Hip-Hop,Yo Gotti,Dirty South,rap,3302551,K Camp,Young Jeezy,Rich Homie Quan,605884
Indian,Yo Yo Honey Singh,rnb,Hip-Hop,94436,Mika Singh,Mohit Chauhan,Vishal Dadlani,7363
NA,NA,NA,NA,NA,NA,NA,NA,NA
underground hip-hop,Young Bleed,Hip-Hop,rap,85224,Kane & Abel,Mia X,Mac,16890
Dirty South,Young Buck,Hip-Hop,rap,4121800,Lloyd Banks,G-Unit,Tony Yayo,641667
Hip-Hop,Young Chop,trap,drill,74265,Chief Keef,Lil Durk,Fredo Santana,7288
state property,Young Chris,rap,Hip-Hop,253725,Peedi Crakk,Stack Bundles,Young Gunz,71422
los angeles,Young Dre The Truth,west coast,rap,40109,KNOC-TURN'AL,Slim The Mobster,Kurupt & Roscoe,8893
Hip-Hop,Young Dro,rap,Dirty South,2035876,Webbie,Yo Gotti,Rocko,433517
Dirty South,Young Jeezy,Hip-Hop,rap,15648401,Rick Ross,Yo Gotti,T.I.,1533669
West Coast Rap,Young MayLay,rap,Hip-Hop,94306,Trick Trick,Too $hort,Stevie Stone,13525
NA,NA,NA,NA,NA,NA,NA,NA,NA
West Coast Rap,Young Noble,Hip-Hop,rap,19511,Young Noble & E.D.I.,Young Noble & Hussein Fatal,Stormey,3222
Dirty South,Young Scooter,rap,Hip-Hop,295596,Young Dolph,PeeWee Longway,Bankroll Fresh,23928
trap,Young Thug,rap,Hip-Hop,7092595,Future,Rich Gang,LIL UZI VERT,180502
underground hip-hop,Your Old Droog,rap,Hip-Hop,184404,Quelle Chris,Czarface,Roc Marciano,13559
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Yukmouth,Bay Area,rap,599429,C-Bo,The Jacka,Keak Da Sneak,106353
yung berg,Yung Berg,rap,Hip-Hop,860272,2 Pistols,Sean Garrett,One Chance,242454
Dirty South,Yung Joc,Hip-Hop,rap,2818071,YoungBloodz,Lil Scrappy,D4L,624121
futuristic hip-hop,Yung L.A.,rap,Hip-Hop,568940,J. Futuristic,Young Dro & Yung LA,Frenchie,175280
cloud rap,Yung Lean,sad,Hip-Hop,7806478,Bladee,Thaiboy Digital,Bones,110055
southern rap,Yung Ro,hardcore rap,texas,10069,Kyle Lee,Archie Lee,50/50 Twin,2371
hip hop,Yung Wun,rap,Hip-Hop,40513,Young Gunz,Da Backwudz,Drag-On,6872
NA,NA,NA,NA,NA,NA,NA,NA,NA
old school,Yz,rap,Hip-Hop,24865,Grand Daddy I.U.,King Sun,Lakim Shabazz,4556
Hip-Hop,Z-Ro,rap,Dirty South,2114954,Trae,Lil Keke,Slim Thug,167018
southern rap,Zaytoven,Dirty South,hip hop,20767,Tracy T,Lil Meta,Mike Fresh,5890
rap,Zebra Katz,seen live,Hip-Hop,418544,LE1F,Mykki Blanco,Cakes Da Killa,46271
Hip-Hop,ZICO,k-pop,Korean,1341330,Block B,Jay Park,Bastarz,23676
