tag3,artist,tag2,tag1,playcount,similar1,similar2,similar3,listener_count
chicago,Vakill,underground hip-hop,Hip-Hop,308498,Wordsworth,PackFM,Pumpkinhead,25721
pop,Val Young,rnb,funk,38362,Cheri,Toba,Shotgun,11632
Portugal,Valete,rap,hip hop,176767,Dealema,Xeg,Mind Da Gap,11054
90s,Vanilla Ice,Hip-Hop,rap,1830108,MC Hammer,Kris Kross,Sir Mix-A-Lot,453866
hip hop,Vast Aire,underground hip-hop,Hip-Hop,578953,Cannibal Ox,Evidence,The Demigodz,65983
Korean Hip-Hop,Verbal Jint,Hip-Hop,Korean,361122,Dynamic Duo,ZICO,Beenzino,9811
soul,Verse Simmonds,Hip-Hop,rnb,135869,Eric Bellinger,Jonn Hart,Elijah Blake,26047
chicago,Vic Mensa,rap,Hip-Hop,1355630,Joey Purp,Mick Jenkins,Chance the Rapper,117848
underground hip-hop,Vince Staples,rap,Hip-Hop,5265757,Earl Sweatshirt,ScHoolboy Q,Isaiah Rashad,151408
rap,Vinnie Paz,Hip-Hop,underground hip-hop,2776984,Army of the Pharaohs,Jedi Mind Tricks,Snowgoons,110108
psychopathic,Violent J,Horrorcore,juggalo,572735,2 Dope,Monoxide,Jamie Madrox,81116
rest in peace,VL Mike,south,rap,2856,Mr. Lucci,Fast Life Yungstaz,UTP,446
Gangsta Rap,Xzibit,Hip-Hop,rap,7964151,Obie Trice,WC,Westside Connection,930233
Dirty South,Waka Flocka Flame,rap,Hip-Hop,7395350,Gucci Mane,Chief Keef,Juicy J,815860
hip hop,Wale,rap,Hip-Hop,14305416,J. Cole,Fabolous,Meek Mill,1323230
rap,Warren G,G-funk,Hip-Hop,4337833,Nate Dogg,DJ Quik,Tha Dogg Pound,573597
NA,NA,NA,NA,NA,NA,NA,NA,NA
hip hop,Watsky,rap,Hip-Hop,2616817,Spose,Hoodie Allen,Lil Dicky,77283
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,WC,rap,Gangsta Rap,1052701,Mack 10,Westside Connection,Kurupt,181310
Dirty South,Webbie,Hip-Hop,rap,1179517,Lil Boosie,Young Dro,Boosie Badazz,281728
new york,Westside Gunn,rap,Hip-Hop,80877,Roc Marciano,Ka,Meyhem Lauren,4124
NA,NA,NA,NA,NA,NA,NA,NA,NA
pop,Will Smith,rap,Hip-Hop,7677981,DJ Jazzy Jeff & The Fresh Prince,Nelly,LL Cool J,895163
rnb,will.i.am,rap,Hip-Hop,12469722,Black Eyed Peas,Pitbull,Fergie,1077963
Hip-Hop,Willie D,southern rap,Gangsta Rap,66454,Facemob,5th Ward Boyz,Ganksta Nip,10306
rap,Willie the Kid,hip hop,Hip-Hop,132929,La the Darkman,Willie The Kid & Bronze Nazareth,DJ Kay Slay,9985
female vocalists,Willow Smith,rnb,pop,2960567,Jaden Smith,Willow,Doja Cat,639010
west coast,Willy Northpole,hip hop,rap,53094,Roccett,Nu Jerzey Devil,Triple C's,12368
Midwest,Wish Bone,rap,Hip-Hop,1247,Poetic Hustla'z,II Tru,Mo Thugs Family,387
rap,Witchdoctor,dungeon family,Hip-Hop,77729,Cool Breeze,Big Gipp,Slimm Calhoun,9600
NA,NA,NA,NA,NA,NA,NA,NA,NA
wizzy,Wizkid,wizkid,nigeria,220946,Davido,Burna Boy,Iyanya,29915
rap,Wrekonize,underground hip-hop,Hip-Hop,134268,¡Mayday!,Ces Cru,Krizz Kaliko,5545
rap,Wyclef Jean,reggae,Hip-Hop,6290524,Fugees,Fat Joe,Nelly,642991
rap,X-Raided,sacramento,Gangsta Rap,312752,Mr. Doctor,Sicx,Hollow Tip,47245
hip hop,XV,rap,Hip-Hop,3241052,Wale,Shawn Chrystopher,Lupe Fiasco,526962
Gangsta Rap,Xzibit,Hip-Hop,rap,7964151,Obie Trice,WC,Westside Connection,930233
Horrorcore,xxxtentacion,rap,trap,600904,LIL PEEP,Playboi Carti,LIL UZI VERT,28367
Dirty South,Young Jeezy,Hip-Hop,rap,15654186,Rick Ross,Yo Gotti,T.I.,1534009
west coast,Ya Boy,hip hop,rap,946514,Nu Jerzey Devil,Cyssero,Roccett,153101
outlawz,Yaki Kadafi,rap,Hip-Hop,7088,Outlawz & Geronimo Ji Jaga,Young Noble,Hussein Fatal,541
NA,NA,NA,NA,NA,NA,NA,NA,NA
rap,Yc,hip hop,Hip-Hop,97593,LoveRance,Diggy Simmons,Cash Out,15303
Dirty South,Yelawolf,rap,Hip-Hop,6675442,Rittz,Travis Barker & Yelawolf,Ed Sheeran & Yelawolf,408812
west coast,YG,rap,Hip-Hop,3948949,ScHoolboy Q,Ty Dolla $ign,DJ Mustard,322195
Hip-Hop,Yo Gotti,Dirty South,rap,3307530,K Camp,Young Jeezy,Rich Homie Quan,606294
Indian,Yo Yo Honey Singh,rnb,Hip-Hop,94556,Mika Singh,Mohit Chauhan,Vishal Dadlani,7381
NA,NA,NA,NA,NA,NA,NA,NA,NA
underground hip-hop,Young Bleed,Hip-Hop,rap,85368,Kane & Abel,Mia X,Mac,16906
Dirty South,Young Buck,Hip-Hop,rap,4122857,Lloyd Banks,G-Unit,Tony Yayo,641784
Hip-Hop,Young Chop,trap,drill,74448,Chief Keef,Lil Durk,Fredo Santana,7313
state property,Young Chris,rap,Hip-Hop,253774,Peedi Crakk,Stack Bundles,Young Gunz,71436
los angeles,Young Dre The Truth,west coast,rap,40119,KNOC-TURN'AL,Slim The Mobster,Fly Society,8897
Hip-Hop,Young Dro,rap,Dirty South,2036721,Webbie,Yo Gotti,Rocko,433631
Dirty South,Young Jeezy,Hip-Hop,rap,15654186,Rick Ross,Yo Gotti,T.I.,1534009
West Coast Rap,Young MayLay,rap,Hip-Hop,94472,Trick Trick,Stevie Stone,Too $hort,13556
NA,NA,NA,NA,NA,NA,NA,NA,NA
West Coast Rap,Young Noble,Hip-Hop,rap,19524,Young Noble & E.D.I.,Young Noble & Hussein Fatal,Stormey,3222
Dirty South,Young Scooter,rap,Hip-Hop,295948,Young Dolph,PeeWee Longway,Bankroll Fresh,23959
trap,Young Thug,rap,Hip-Hop,7151071,Future,Rich Gang,LIL UZI VERT,182281
underground hip-hop,Your Old Droog,rap,Hip-Hop,186986,Quelle Chris,Roc Marciano,Czarface,13772
NA,NA,NA,NA,NA,NA,NA,NA,NA
Hip-Hop,Yukmouth,Bay Area,rap,600086,C-Bo,The Jacka,Keak Da Sneak,106417
yung berg,Yung Berg,rap,Hip-Hop,860308,2 Pistols,Sean Garrett,One Chance,242459
Dirty South,Yung Joc,Hip-Hop,rap,2818460,Lil Scrappy,D4L,YoungBloodz,624188
futuristic hip-hop,Yung L.A.,rap,Hip-Hop,568964,J. Futuristic,Young Dro & Yung LA,Frenchie,175286
cloud rap,Yung Lean,sad,Hip-Hop,7840289,Bladee,Thaiboy Digital,Bones,110624
southern rap,Yung Ro,hardcore rap,texas,10069,Kyle Lee,Archie Lee,50/50 Twin,2371
hip hop,Yung Wun,rap,Hip-Hop,40538,Young Gunz,Da Backwudz,Drag-On,6880
NA,NA,NA,NA,NA,NA,NA,NA,NA
old school,Yz,rap,Hip-Hop,24882,Grand Daddy I.U.,King Sun,Lakim Shabazz,4558
Hip-Hop,Z-Ro,rap,Dirty South,2116584,Trae,Lil Keke,Slim Thug,167068
southern rap,Zaytoven,Dirty South,hip hop,22136,Tracy T,Lil Meta,Mike Fresh,6447
rap,Zebra Katz,seen live,Hip-Hop,419620,LE1F,Mykki Blanco,Cakes Da Killa,46391
Hip-Hop,ZICO,k-pop,Korean,1348507,Block B,Jay Park,Bastarz,23925
